,PhraseNo,Phrase,IsHateSpeech,Tokens
668,1605,"['හතරවටේටම', 'පුකදීල', 'යන්තම්', 'ඔතෙන්ට', 'ඔළුව', 'දාගත්තම', 'මුන්', 'හිතාගෙන', 'ඉන්නෙ', 'මුන්', 'ලෝක', 'කලා', 'සූරයො', 'කියල', 'බලපල්ල', 'රවීන්ද්\u200dර', 'රන්දෙනිය', 'මාලනී', 'පොන්සේක', 'ජැක්ෂන්', 'ඇන්තනි', 'පන්ඩිත්', 'අමරදේවයන්', 'වැනි', 'කලා', 'කරැවන්', 'මොනනායකයන්', 'අතින්', 'උවත්', 'තම', 'සම්මානය', 'සිනාමුහුනින්', 'අරගත්', 'ආකාර', 'මේමොන', 'හාල්පාරුවොද', '?', 'ඔළුව', 'තියන', 'සිංහල', 'කියල', 'ජාතියක්', 'ඉන්නවනම්', 'බලපල්ල', 'මෙතන', 'අපේඋන්ව', 'කොටවන්න', 'හම්බයො', 'කීදෙනෙක්', 'පොන්න', 'රනිල්ට', 'පුනදෙනවද', 'කියල', ',', ',නිකමට', 'හිතපල්ල', 'ඇයි', 'එහෙම', 'වෙන්නෙ', 'කියල', ',', ',උන්ට', 'ඕනෙ', 'මොකාගෙ', 'පිට', 'තියලහරි', 'අපේම', 'උන්ව', 'කොටවල', 'උන්ගෙ', 'බලාපොරොත්තු', 'ඉටුකරගන්නයි', ',', ',ඒකට', 'ඕ\u2063නෙ', 'රනිල්ගෙම', 'පාලනයක්', 'තමයි', ',', ',', 'අපේ', 'මීහරකුත්', 'මහින්දට', 'කෙලවන්න', 'කියල', 'උන්ටම', 'පුකදීල', 'අන්තිමට', 'දන්නෙම', 'නැතිව', 'මුළු', 'ජාතියටම', 'පුකේ', 'ඇරගන්නව', 'උන්ට', 'කියල', 'බලපල්ල', 'T', ',', ',N', ',', 'A', ',', 'එක', 'ඇයි', 'මේතරම්', 'U', ',', ',N', ',', ',P', ',', 'යම', 'බලයට', 'ගේන්න', 'මෙච්චර', 'දඟලන්නෙ', 'ඇයි', 'කියල', ',', ',']",1,"['t', 'n', 'a', 'u', 'n', 'p']"
669,1611,"['නියමයි.අද', 'රට', 'කන', 'මෙි', 'ගොන්නුන්ගෙන්', 'සමිමාන', 'නොගෙන', 'එය', 'ජේෂ්ඨ', 'කලාකරුවකුගේ', 'අතින්', 'ඉල්ලාලබාගැනිමට', 'එඩිතර', 'උන', 'උබලාට', '\u2063අපගේ', 'පුණාමය', '.කවුද', '?', 'මෙි', 'කලාකරුවන්', '.දන්නවනමි', 'Telephone', 'noඑවන්න', '.']",1,['telephone']
670,1613,"['ඔවුන්', 'සිතන්නේ', 'වැඩවසම්', 'යුගය', 'තාමත්', 'තියෙනවා', 'කියලයි', '.', 'අපේ', 'නිවට', 'ජාතියත්', 'කටයුතු', 'කරන්නේත්', 'ඒවගේමයි', '.', 'අපේ', 'පැරන්නන්ගේ', 'අභිතබව', ',', 'තාක්ෂණය', 'දැණුමින්', 'පෝෂණය', 'ලත්', 'ඉතිහාසය', 'මත', 'යැපෙනවා', 'මිස', ',', 'ලාංකිකයන්', 'ලෙස', 'අ\u2063පේ', 'පරම්පරාවෙන්', 'අප', 'මොනවද', 'කළේ', '.', 'රටටත්', 'නැහ', ',', 'ජාතියටත්', 'නැහ', '.', 'Ltte', 'යුද්ධය', 'දින්නා', ',', 'රට', 'වික්කා', '.', 'පාට', 'කන්නාඩි', 'වලින්', 'බලනතාක්', 'සැබැපාට', 'අපට', 'නොපේනේවි', '.', 'පාට', 'කන්නාඩි', 'ගලවා', 'බලනදාට', 'අපට', 'සැබැපාට', 'පෙනෙවි', '.', 'ඊට', 'සුදානමක්', 'ඇතිවු', 'බවක්', 'නම්', 'මෙය', '..']",1,['ltte']
671,1616,"['oya', 'haadaya', 'giya', 'tikema', 'koti', 'nidahas', 'karanna', 'kiyala', 'kaa', 'gahapu', 'jeppek', '.', 'uge', 'prof.', 'eka', 'balannako', '.', 'etakota', 'terei', '.', 'fedaral', 'deeganna', 'bari', 'una', 'dukatai', 'ranila', 'elawapu', 'dukatai', 'porak', 'wenna', 'hadapu', 'ekek', '.', 'mu', 'mona', 'nalakaruwoda', '.', 'ganja', 'gagaha', 'kotuwe', 'avidina', 'un', '.', 'otana', 'moka', 'hitiyath', 'manussakamata', 'atha', 'dunnam', '.', 'atha', 'dena', 'eka', 'manussakama', '.', 'mamanam', 'dakinne', 'oka', 'gobba', 'kama', 'uge', '.']",1,"['oya', 'haadaya', 'giya', 'tikema', 'koti', 'nidahas', 'karanna', 'kiyala', 'kaa', 'gahapu', 'jeppek', 'uge', 'prof', 'eka', 'balannako', 'etakota', 'terei', 'fedaral', 'deeganna', 'bari', 'una', 'dukatai', 'ranila', 'elawapu', 'dukatai', 'porak', 'wenna', 'hadapu', 'ekek', 'mu', 'mona', 'nalakaruwoda', 'ganja', 'gagaha', 'kotuwe', 'avidina', 'un', 'otana', 'moka', 'hitiyath', 'manussakamata', 'atha', 'dunnam', 'atha', 'dena', 'eka', 'manussakama', 'mamanam', 'dakinne', 'oka', 'gobba', 'kama', 'uge']"
672,1617,"['Yako', 'oka', 'ponna', 'kama', '.', 'Dan', 'un', 'gaththena', 'kiyala', 'wenasak', 'nane', '.', 'Anika', 'unp', 'eke', 'salliwalatai', 'un', 'yata', 'une', 'ubala', 'hithanawada', 'un', 'bokkenma', 'karapu', 'deyak', 'kiyala', '.', 'Paka', 'thamai', '.', 'Anika', 'mu', 'kala', 'karuwoda', 'ban', '.']",1,"['yako', 'oka', 'ponna', 'kama', 'dan', 'un', 'gaththena', 'kiyala', 'wenasak', 'nane', 'anika', 'unp', 'eke', 'salliwalatai', 'un', 'yata', 'une', 'ubala', 'hithanawada', 'un', 'bokkenma', 'karapu', 'deyak', 'kiyala', 'paka', 'thamai', 'anika', 'mu', 'kala', 'karuwoda', 'ban']"
673,1618,"['අලුත්', 'පරපුරේ', 'අය', '...', 'ඒ', 'විදිහට', 'සම්මානය', 'ගන්නත්', 'ඩොලර්', 'කියක්', 'ngo', 'වලින්', 'ගත්තද', 'දන්නේ', 'නැහැ', '...', '..ඌ', 'වගේ', 'මානසික', 'රෝග', 'තියෙන', 'ඔලුව', 'ඉදිමුන', 'කලාකාරයෝ', 'තවත්', 'ඉන්නවා', '...', '.', 'මුලු', 'උත්සවය', 'අවර්නවත්', 'කල..දේශපාලනයයි', 'කලාවයි', 'පැටලි', 'ඇති', 'මේ', 'පිස්සන්', 'දෙන්නට', 'යහපතක්ම', 'වේවා', '...']",1,['ngo']
674,1621,"['Boru', 'sho..munge', 'nugath', 'kama', 'pennuwe', '..nihatamanikamak', 'nathi', 'kalakanni..kalakuwantat', 'agawrawayak', 'me', 'wage', 'un..']",1,"['boru', 'sho munge', 'nugath', 'kama', 'pennuwe', 'nihatamanikamak', 'nathi', 'kalakanni kalakuwantat', 'agawrawayak', 'me', 'wage', 'un']"
675,1624,"['Me', 'vage', 'adu', 'manaseeka', 'leddu', 'aii', 'sammana', 'denne..hari', 'nam', 'thahanam', 'karanna', 'one.ehema', 'karapu', 'eka', 'varadii', 'oka', 'karala', 'ekala', 'balaporoththu', 'wenne', 'mokakkda..loku', 'vadak', 'kara', 'vage', 'wi', 'fi', 'valata', 'chande', 'dunne', 'me', 'vage', 'pakku', 'thama..Thu', 'nodakin']",1,"['me', 'vage', 'adu', 'manaseeka', 'leddu', 'aii', 'sammana', 'denne hari', 'nam', 'thahanam', 'karanna', 'one ehema', 'karapu', 'eka', 'varadii', 'oka', 'karala', 'ekala', 'balaporoththu', 'wenne', 'mokakkda loku', 'vadak', 'kara', 'vage', 'wi', 'fi', 'valata', 'chande', 'dunne', 'me', 'vage', 'pakku', 'thama thu', 'nodakin']"
676,1627,"['Yakooo', 'me', 'apee', 'un.niyamai', 'aiyee', 'malliye', 'karapu', 'wade.supiri.kariyanta', 'ridennama', 'deela', 'thiyenawa']",1,"['yakooo', 'me', 'apee', 'un niyamai', 'aiyee', 'malliye', 'karapu', 'wade supiri kariyanta', 'ridennama', 'deela', 'thiyenawa']"
677,1628,"['Mewa', 'gobba', 'weda', 'ban', 'desapalanayata', 'kade', 'yama', 'saha', 'athata', 'atha', 'dimai', 'kiyanne', 'dekak', 'anika', 'desapalakayata', 'wirodaya', 'panne', 'thawa', 'ekekta', 'kade', 'yanagaman', 'newe']",1,"['mewa', 'gobba', 'weda', 'ban', 'desapalanayata', 'kade', 'yama', 'saha', 'athata', 'atha', 'dimai', 'kiyanne', 'dekak', 'anika', 'desapalakayata', 'wirodaya', 'panne', 'thawa', 'ekekta', 'kade', 'yanagaman', 'newe']"
678,1629,"['Eka', 'patta.gammap', 'pilayage', 'athin', 'sammana', 'ganna', 'u', 'mokekda', '.sriyantha', 'mendis', 'wage', 'kalawe', 'wadakarayo', 'innakota.gammap', 'pilaya', 'jathi', 'wade', 'aussa', 'aussa', 'un', 'bale', 'radenna', 'hadana', 'ekane', 'un', 'karanne', '.']",1,"['eka', 'patta gammap', 'pilayage', 'athin', 'sammana', 'ganna', 'u', 'mokekda', 'sriyantha', 'mendis', 'wage', 'kalawe', 'wadakarayo', 'innakota gammap', 'pilaya', 'jathi', 'wade', 'aussa', 'aussa', 'un', 'bale', 'radenna', 'hadana', 'ekane', 'un', 'karanne']"
679,1630,"['Deshapalanayo', 'kiyanne', 'HORUN', '...', '.mungawa', 'award', 'ganna', 'kelling', 'minihekta', 'lejjai', '!', '!', '!']",1,"['deshapalanayo', 'kiyanne', 'horun', 'mungawa', 'award', 'ganna', 'kelling', 'minihekta', 'lejjai']"
680,1631,"['mun', 'sinhalainta', 'waira', 'karana', 'eun', 'kan', 'ahenna', 'nathi', 'un', 'kiyawai', 'ithin', '.', 'dumindala', 'nam', 'kolati', 'na', 'kiyala', 'apith', 'dannawa', 'methana', 'thiyenna', 'sinhala', 'jathiyata', 'waira', 'karana', 'unge', 'seen', 'ekak', '.']",1,"['mun', 'sinhalainta', 'waira', 'karana', 'eun', 'kan', 'ahenna', 'nathi', 'un', 'kiyawai', 'ithin', 'dumindala', 'nam', 'kolati', 'na', 'kiyala', 'apith', 'dannawa', 'methana', 'thiyenna', 'sinhala', 'jathiyata', 'waira', 'karana', 'unge', 'seen', 'ekak']"
681,1635,"['Kalakaruwo', 'kiyanne', 'thamange', 'gedarata', 'aradana', 'karala', 'minissunta', 'gahana', 'jathiye', 'ponna', 'jathiyakda', '.']",1,"['kalakaruwo', 'kiyanne', 'thamange', 'gedarata', 'aradana', 'karala', 'minissunta', 'gahana', 'jathiye', 'ponna', 'jathiyakda']"
682,1636,"['Ayee', 'jiwitheta', 'oya', 'wage', 'unta', 'sammana', 'denna', 'hoda', 'nahe', '...', 'Ounta', 'aye', 'sammanayak', 'hambenna', 'wath', 'epa', 'kiyala', 'hada', 'wathinma', 'parthana', 'karanawa', '...', '...', 'kata', 'unath', 'garu', 'kranna', 'danne', 'nethi', 'ponna', 'kuhakayoooo']",1,"['ayee', 'jiwitheta', 'oya', 'wage', 'unta', 'sammana', 'denna', 'hoda', 'nahe', 'ounta', 'aye', 'sammanayak', 'hambenna', 'wath', 'epa', 'kiyala', 'hada', 'wathinma', 'parthana', 'karanawa', 'kata', 'unath', 'garu', 'kranna', 'danne', 'nethi', 'ponna', 'kuhakayoooo']"
683,1638,"['Oka', 'unp', 'ekek', 'dunna', 'dawasatath', 'okama', 'kaloth', 'witharak', 'i', 'salute', 'him', '.', 'Mokada', 'mu', 'unp', 'ho', 'jvp', 'karek', 'wennath', 'puluwan', 'nisa', '.']",1,"['oka', 'unp', 'ekek', 'dunna', 'dawasatath', 'okama', 'kaloth', 'witharak', 'i', 'salute', 'him', 'mokada', 'mu', 'unp', 'ho', 'jvp', 'karek', 'wennath', 'puluwan', 'nisa']"
684,1641,"['Meka', 'nohikmunu', 'tharuna', 'madaya', '...', '.meunta', 'wadihitiyanta', 'salakana', 'hati', 'thiya', 'wadagath', 'thanakata', 'wadagath', 'widiyata', 'ena', 'widiyath', 'amathaka', 'wela', '...', '.mewa', 'demaupiyange', 'waradi', '...', '.']",1,"['meka', 'nohikmunu', 'tharuna', 'madaya', 'meunta', 'wadihitiyanta', 'salakana', 'hati', 'thiya', 'wadagath', 'thanakata', 'wadagath', 'widiyata', 'ena', 'widiyath', 'amathaka', 'wela', 'mewa', 'demaupiyange', 'waradi']"
685,1642,"['Mona', 'ponna', 'කලාකරුවන්', 'da', 'mun', 'ammata', 'hukawanna', 'thiyena', 'aruta', 'kariya']",1,"['mona', 'ponna', 'da', 'mun', 'ammata', 'hukawanna', 'thiyena', 'aruta', 'kariya']"
686,1643,"['Gothrikayonta', 'therenne', 'na', '...', 'wahal', 'manasikathwayen', 'midenna', 'amarui', '.', 'Midunu', 'daata', 'ape', 'rata', 'diyunuy', '.', 'Aakalpa', 'walin', '.', 'Jaya', 'wewa', '!', '!']",1,"['gothrikayonta', 'therenne', 'na', 'wahal', 'manasikathwayen', 'midenna', 'amarui', 'midunu', 'daata', 'ape', 'rata', 'diyunuy', 'aakalpa', 'walin', 'jaya', 'wewa']"
687,1644,"['Meketh', 'innawa', 'desapaluwonge', 'puka', 'hodana', 'un', 'unta', 'jarawa', 'modda', 'kiyala', 'aduraganna', 'ba', 'ekai', 'unta', 'desapaluwo', 'gana', 'kakkumen', 'dagalanne']",1,"['meketh', 'innawa', 'desapaluwonge', 'puka', 'hodana', 'un', 'unta', 'jarawa', 'modda', 'kiyala', 'aduraganna', 'ba', 'ekai', 'unta', 'desapaluwo', 'gana', 'kakkumen', 'dagalanne']"
688,1645,"['Niyamai', 'karapu', 'wade', 'wasiyata', 'desapaluwonge', 'pukath', 'hodana', 'un', 'inna', 'rataka', 'mewage', 'kollo', 'niyama', 'padamak', 'kiyala', 'denawa', 'desapaluwonta', 'dusithayo', 'atthatama', 'desa', 'paluwo', 'harima', 'appriyai', 'unwa', 'ganan', 'noganna', 'taramata', 'jarewen', 'un', 'wahila', 'iwarai']",1,"['niyamai', 'karapu', 'wade', 'wasiyata', 'desapaluwonge', 'pukath', 'hodana', 'un', 'inna', 'rataka', 'mewage', 'kollo', 'niyama', 'padamak', 'kiyala', 'denawa', 'desapaluwonta', 'dusithayo', 'atthatama', 'desa', 'paluwo', 'harima', 'appriyai', 'unwa', 'ganan', 'noganna', 'taramata', 'jarewen', 'un', 'wahila', 'iwarai']"
689,1657,"['මේ', 'බල්ලෝ', 'හිතාගෙන', 'ඉන්නේ', 'මුන්ගේ', 'දේපල', 'කියලා', '.', 'කාලකන්නි', 'ඇත්තේ', '8', 'fail', 'බල්ලෝ', 'කසිප්පු', 'කාරයෝ', 'කුඩුකාරයෝ', 'හිඟන', 'බල්ලෝ', 'තෝ', 'මේ', 'කරන්නෙ', 'පොදු', 'දේපල', 'වලට', 'හාණි', '.']",1,"['8', 'fail']"
690,1658,"['Munge', 'ගෙවල්', 'වලින්', 'අරන්', 'awa', 'wage', 'kadanne', 'mona', 'jara', 'minissuda']",1,"['munge', 'awa', 'wage', 'kadanne', 'mona', 'jara', 'minissuda']"
691,1661,"['තෝපිලගේ', 'ඇට', 'ටික', 'වික්කත්', 'හරි', 'මිලියන', '20', 'ගන්න', 'බෑ', 'පාර්ලිමේන්තුවේ', 'දවස', 'වියදමට']",1,['20']
692,1666,"['Podi', 'minihek', 'jeewathwenna', 'gahakin', 'gediyak', 'kadan', 'kewath', 'hire', 'dana', 'me', 'wage', 'kalakanni', 'podu', 'depala', 'winasa', 'karanakota', 'balan', 'inna', 'pake', 'niwata', 'asikkitha', 'ratak', 'lankawa..thu', 'nodakin..']",1,"['podi', 'minihek', 'jeewathwenna', 'gahakin', 'gediyak', 'kadan', 'kewath', 'hire', 'dana', 'me', 'wage', 'kalakanni', 'podu', 'depala', 'winasa', 'karanakota', 'balan', 'inna', 'pake', 'niwata', 'asikkitha', 'ratak', 'lankawa thu', 'nodakin']"
693,1667,"['Munta', 'anik', 'ratawal', 'wala', 'wage', 'elawa', 'elawa', 'gahanna', 'thiwnanam', 'owa', 'oma', 'wenne', 'na.eth', 'ape', 'rate', 'wahal', 'manasikathwaya', 'thiyana', 'un', 'ekka', 'eka', 'kawadawath', 'wenne', 'na..bayiyanta', 'penne', 'unp', 'unge', 'weradi', 'witharayi.toyiyanta', 'penne', 'bayiyange', 'weradi', 'witarayi.jvp', 'unta', 'penne', 'unp', 'jvp', 'unge', 'weradi', 'witarayi.Rate', 'karumeta', 'paksha', ',', 'paksha', 'badagena', 'nathi', 'swadeena', 'matha', 'daaariyo', 'harima', 'wiralayi..']",1,"['munta', 'anik', 'ratawal', 'wala', 'wage', 'elawa', 'elawa', 'gahanna', 'thiwnanam', 'owa', 'oma', 'wenne', 'na eth', 'ape', 'rate', 'wahal', 'manasikathwaya', 'thiyana', 'un', 'ekka', 'eka', 'kawadawath', 'wenne', 'na bayiyanta', 'penne', 'unp', 'unge', 'weradi', 'witharayi toyiyanta', 'penne', 'bayiyange', 'weradi', 'witarayi jvp', 'unta', 'penne', 'unp', 'jvp', 'unge', 'weradi', 'witarayi rate', 'karumeta', 'paksha', 'paksha', 'badagena', 'nathi', 'swadeena', 'matha', 'daaariyo', 'harima', 'wiralayi']"
694,1669,"['Awajathaka', 'heththa', '...', '..munta', 'chande', 'dena', 'apitama', 'thama', 'gaha', 'ganna', 'oni', '...', '..']",1,"['awajathaka', 'heththa', 'munta', 'chande', 'dena', 'apitama', 'thama', 'gaha', 'ganna', 'oni']"
695,1670,"['2015', 'පැරදිලා', 'ගෙදර', 'ගිය', 'දවසෙ', 'ඇයි', 'සර්', 'ගහල', 'හරි', 'ගත්තෙ', 'නැත්තෙ', 'කියල', 'අහපු', 'නූගත්', 'මිනිස්සුන්ට', 'ඔහු', 'හා', 'ඔහුගේ', 'කසිප්පුකාර', 'එතනෝල්කාර', 'රැල', 'වීරයින්', 'වෙන්න', 'පුඵළුන්..ඒත්', 'මේ', 'රටේ', 'ශිෂ්ට', 'සම්පන්න', 'මිනිසුනට', 'තව', 'දුරටත්', 'ඔහු', 'වීරයෙක්', 'නෙමේ', '...', '..ගුඩ්', 'බායි', 'මහින්ද', '...', '!']",1,['2015']
696,1671,"['අප්පච්චිගෙ', 'කටු', 'කන', 'බල්ලෙක්', 'වූ', 'Aprasanna', 'Ranaweera', ',', 'පාර්ලිමේන්තුවෙන්', 'වහා', 'පන්නා', 'දැමිය', 'යුතු', 'මේ', 'මොංගල්', 'අප්\u200dරසන්න', 'රණවීර.අර', 'අහක', 'ඉන්න', 'නිරායුධ', 'පොලිසියට', 'කනේ', 'පාරකුත්', 'ගහලා', 'මදිවට', 'මිරිස්', 'කුඩුත්', 'ගහනවා', 'පකයා..මුන්ට', 'ආයෙ', 'බලය', 'ගියොත්', 'කොහොමද..', '?', '?']",1,"['aprasanna', 'ranaweera']"
697,1672,"['Okata', 'gihin', 'gahala', 'wadak', 'na', '.', 'Okata', 'okunwa', 'yawwe', 'apima', 'thama', '.', 'Ithin', 'okun', 'wage', 'unge', 'boru', 'katha', 'walata', 'rawatila', 'chande', 'dunna', 'minissuntamai', 'gahanna', 'one', '.']",1,"['okata', 'gihin', 'gahala', 'wadak', 'na', 'okata', 'okunwa', 'yawwe', 'apima', 'thama', 'ithin', 'okun', 'wage', 'unge', 'boru', 'katha', 'walata', 'rawatila', 'chande', 'dunna', 'minissuntamai', 'gahanna', 'one']"
698,1680,"['Mona', 'pakaya', 'hada', 'kauwada', 'danne', 'Na.ath', 'me', 'rata', 'nidahas', 'kara', 'gaththa', 'me', 'wage', 'minihek', 'gen', 'athal', 'ganna', 'apa']",1,"['mona', 'pakaya', 'hada', 'kauwada', 'danne', 'na ath', 'me', 'rata', 'nidahas', 'kara', 'gaththa', 'me', 'wage', 'minihek', 'gen', 'athal', 'ganna', 'apa']"
699,1682,"['බොම්බයක්', 'ගසා', 'මේ', '225', 'මරා', 'දමන්න', 'ඉදිපත්', 'වෙන', 'කෙනා', 'ලංකාවේ', 'ජාතික', 'වීරයන්ගේ', 'නම්', 'ලැයිස්තුවේ', 'උඩින්ම', 'ඉන්න', 'ඔනී', '...', '.']",1,['225']
700,1688,"['අපේ', 'සල්ලි', 'නාස්ති', 'කරන්නේ', 'මේ', 'පර', 'බල්ලෝ', '...', 'ලක්ෂ', '45', 'ක්', 'විතර', 'යනවා', 'එක', 'වාරෙකට', 'රැස්', 'වෙන්න', '..']",1,['45']
701,1692,"['ඔක්කොම', 'aka', 'පාරටම', 'meranna', 'විදියක්', 'thibunan', 'nam', '...', '..keeyak', 'ගියත්', 'kemakna', 'gawall', 'idam', 'උගස්', 'තියල', 'හරි', 'lankawa', 'මිනිස්සු', 'selle', 'daei', '...', '...', 'aatharam', 'ආදරෙයි', 'munta', '...', '..කාලකණ්ණි']",1,"['aka', 'meranna', 'thibunan', 'nam', 'keeyak', 'kemakna', 'gawall', 'idam', 'lankawa', 'selle', 'daei', 'aatharam', 'munta']"
702,1693,"['munta', 'puluvanda', 'rata', 'hadanna', 'gahanna', 'oni', 'bombayak', 'ivarayak', 'venna']",1,"['munta', 'puluvanda', 'rata', 'hadanna', 'gahanna', 'oni', 'bombayak', 'ivarayak', 'venna']"
703,1694,"['mun', 'tika', 'raten', 'pita', 'kalanam', 'ape', 'rata', 'awrudu', '5kin', 'amarikawath', 'salli', 'walata', 'gannawa', 'yku']",1,"['mun', 'tika', 'raten', 'pita', 'kalanam', 'ape', 'rata', 'awrudu', '5kin', 'amarikawath', 'salli', 'walata', 'gannawa', 'yku']"
704,1695,"['Api', '...', '.udara', 'rataka', '...', 'sheshta', 'ithihasayak', 'athi', '...', 'namuth', '..dan', '...', 'harak', 'ralakin', 'palanaya', 'wana', '...', '.kala', 'kanni', '...', '.jathiyak', 'wemu', '...', '.nathida', 'mekata', 'wisadumak', '...', 'ek', 'wanta', 'apita', '...', '.singha', 'la', 'rataka', '...', 'Buddagama', 'rakena', '...', 'eth', 'anith', 'jathin', 'raka', 'gena', '...', '.sri', 'lankan', 'tamil', '...', ',', 'sri', 'lankan', 'muslim', 'wela', '...', 'loketa', 'shakthimath', 'jathiyak', 'lesain', '...', 'naya', 'nathi', '...', 'heta', 'ipadena', '..Daruwan', 'wenuwen', 'wath..Enna', ',', 'nagitinna', 'sihalune', '...', 'pera', 'lesin..elawamu', 'munwa', ',', '...', 'rathu', ',', 'kola', ',', 'nil', 'paseka', 'la', '...', 'raka', 'gamu', 'mau', 'bima', '...', '.']",1,"['api', 'udara', 'rataka', 'sheshta', 'ithihasayak', 'athi', 'namuth', 'dan', 'harak', 'ralakin', 'palanaya', 'wana', 'kala', 'kanni', 'jathiyak', 'wemu', 'nathida', 'mekata', 'wisadumak', 'ek', 'wanta', 'apita', 'singha', 'la', 'rataka', 'buddagama', 'rakena', 'eth', 'anith', 'jathin', 'raka', 'gena', 'sri', 'lankan', 'tamil', 'sri', 'lankan', 'muslim', 'wela', 'loketa', 'shakthimath', 'jathiyak', 'lesain', 'naya', 'nathi', 'heta', 'ipadena', 'daruwan', 'wenuwen', 'wath enna', 'nagitinna', 'sihalune', 'pera', 'lesin elawamu', 'munwa', 'rathu', 'kola', 'nil', 'paseka', 'la', 'raka', 'gamu', 'mau', 'bima']"
705,1696,"['Rata', 'vinasa', 'krna', 'nuugathun', 'piri', 'center', '1k', 'lesy', 'pitarata', 'aya', 'dan', 'hithanne', '...', 'meyala', 'hodha', 'balu', 'natum', 'natala', 'pennuvane', 'neda', '?', '?']",1,"['rata', 'vinasa', 'krna', 'nuugathun', 'piri', 'center', '1k', 'lesy', 'pitarata', 'aya', 'dan', 'hithanne', 'meyala', 'hodha', 'balu', 'natum', 'natala', 'pennuvane', 'neda']"
706,1698,"['මේ', 'මීහරක්', '225ම', 'ඇතුලේ', 'ඉද්දි', 'plan', 'කරලා', 'බෝම්බයක්', 'ගහන්න', 'එකෙක්', 'නෑ', 'නේ', 'අම්මාපා']",1,['plan']
707,1699,"['Munta', 'laksa', 'ganan', 'ape', 'mudal', 'walin', 'kala', 'bila', 'thela', 'hadila', 'balayata', 'thanhawe', 'ekata', 'eka', 'mara', 'ganna', 'hadanawa', 'okun', 'ratata', 'gathiyata', 'adareta', 'nowei', 'mara', 'ganna', 'hadanne', 'unge', 'madiya', 'thara', 'kara', 'ganna', 'meka', 'ape', 'minissu', 'hithanne', 'nane', 'chandayath', 'thiwoth', 'mun', 'othanata', 'nowei', 'yawanna', 'ona', 'gedaramai', 'meeharak', 'hathta']",1,"['munta', 'laksa', 'ganan', 'ape', 'mudal', 'walin', 'kala', 'bila', 'thela', 'hadila', 'balayata', 'thanhawe', 'ekata', 'eka', 'mara', 'ganna', 'hadanawa', 'okun', 'ratata', 'gathiyata', 'adareta', 'nowei', 'mara', 'ganna', 'hadanne', 'unge', 'madiya', 'thara', 'kara', 'ganna', 'meka', 'ape', 'minissu', 'hithanne', 'nane', 'chandayath', 'thiwoth', 'mun', 'othanata', 'nowei', 'yawanna', 'ona', 'gedaramai', 'meeharak', 'hathta']"
708,1700,"['Ai', 'rata', 'wenas', 'Karanna', 'Bari', 'NAGAHA', 'NANDA', 'WAGE', 'HONDA', 'UGATHEKUATA', ',', 'KELIN', 'SADARAMWA', 'KATHA', 'KARANA', 'KENEK', 'TA', 'thamange', 'manape', 'Dena', 'eka', 'watinawa', 'neda', '.', 'Me', 'wage', 'horunta', 'denawata', 'wada']",1,"['ai', 'rata', 'wenas', 'karanna', 'bari', 'nagaha', 'nanda', 'wage', 'honda', 'ugathekuata', 'kelin', 'sadaramwa', 'katha', 'karana', 'kenek', 'ta', 'thamange', 'manape', 'dena', 'eka', 'watinawa', 'neda', 'me', 'wage', 'horunta', 'denawata', 'wada']"
709,1701,"['Eithin', 'yako', 'munwa', 'FCID', 'ekata', 'arrested', 'karala', 'munwa', 'supreme', 'Court', 'dala', 'justice', 'eka', 'procedure', 'karanawako', 'horunta', 'Sapa', 'gana', 'ratawala', 'maliga', 'gahana', 'API', 'unta', 'taxes', 'gewana', 'ona', 'kalakani', 'kambi', 'horu', 'munta', 'kisima', 'ledak', 'wath', 'hadila', 'hell', 'Yana', 'ne', 'ne', 'gin', 'karma', 'gewana', 'shit']",1,"['eithin', 'yako', 'munwa', 'fcid', 'ekata', 'arrested', 'karala', 'munwa', 'supreme', 'court', 'dala', 'justice', 'eka', 'procedure', 'karanawako', 'horunta', 'sapa', 'gana', 'ratawala', 'maliga', 'gahana', 'api', 'unta', 'taxes', 'gewana', 'ona', 'kalakani', 'kambi', 'horu', 'munta', 'kisima', 'ledak', 'wath', 'hadila', 'hell', 'yana', 'ne', 'ne', 'gin', 'karma', 'gewana', 'shit']"
710,1703,"['Bin', 'laden', 'hitiyanam', 'ammapa', 'contrac', 'eka', 'denna', 'tibuna', 'depathtenma', 'gahanna', 'bomb', 'purawapu', 'plane', 'dekak', 'in', 'parlimentuwata', 'mun', 'tika', 'mara', 'la', 'danna']",1,"['bin', 'laden', 'hitiyanam', 'ammapa', 'contrac', 'eka', 'denna', 'tibuna', 'depathtenma', 'gahanna', 'bomb', 'purawapu', 'plane', 'dekak', 'in', 'parlimentuwata', 'mun', 'tika', 'mara', 'la', 'danna']"
711,1705,"['Mama', 'hithuveth', 'hamadenama', 'katha', 'venneth', 'munta', 'bombayak', 'gahala', 'aluth', 'kandayamak', 'thiraganna', 'ona', 'kiyana', 'eka', 'thamai']",1,"['mama', 'hithuveth', 'hamadenama', 'katha', 'venneth', 'munta', 'bombayak', 'gahala', 'aluth', 'kandayamak', 'thiraganna', 'ona', 'kiyana', 'eka', 'thamai']"
