,PhraseNo,Phrase,IsHateSpeech,Tokens
702,1005,"['රටක්', ',', 'ජාතියක්', 'වශයෙන්', '..', 'මනුස්සකමින්', '..', ',', 'අපි', 'අංක', '1', '..']",0,"['රටක්', 'ජාතියක්', 'වශයෙන්', 'මනුස්සකමින්', 'අපි', 'අංක']"
703,1006,"['එතැනදී', 'අපි', 'තමයි', 'ලෝකයේ', 'පොහොසත්ම', 'රට', '...', '!']",0,"['එතැනදී', 'අපි', 'තමයි', 'ලෝකයේ', 'පොහොසත්ම', 'රට']"
704,1007,"['අපේ', 'උන්ට', 'පිහිටට', 'ඉන්නේ', 'අපේම', 'අය', 'විතරයි', '...', 'ඒ', 'අපේ', 'කම', 'හැම', 'ලේ', 'බින්දුවකම', 'ගෑවුන', 'නිසා', '...', 'අපේ', 'උන්ට', 'තියෙන්නේ', 'අපේ', 'රට', 'විතරයි', '...', '.', 'රට', ',', 'ජාතිය.', ',', 'මනුස්සකම', 'රැකගෙන', 'අපි', 'ඉදිරියට', 'යමු', '...', '!']",0,"['අපේ', 'උන්ට', 'පිහිටට', 'ඉන්නේ', 'අපේම', 'අය', 'විතරයි', 'ඒ', 'අපේ', 'කම', 'හැම', 'ලේ', 'බින්දුවකම', 'ගෑවුන', 'නිසා', 'අපේ', 'උන්ට', 'තියෙන්නේ', 'අපේ', 'රට', 'විතරයි', 'රට', 'ජාතිය.', 'මනුස්සකම', 'රැකගෙන', 'අපි', 'ඉදිරියට', 'යමු']"
705,1008,"['උන්', 'ආපු', 'වීල්', 'එක', 'නවත්තලා', 'ගෑනු', 'අය', 'බැහැලා', 'අපේ', 'එකාව', 'වීල්', 'එකට', 'දාගෙන', 'හොස්පිටල්', 'එකට', 'යනකං', 'උදව්', 'කරා..', 'දෙයියෝ', 'බැලුවා', 'වගේ..', 'රත්තරං', 'කොල්ලො', 'ටිකක්..', 'අපි', 'පිස්සෝ', 'වගේ', 'ICU', 'එකට', 'දිව්වා..']",0,"['උන්', 'ආපු', 'වීල්', 'එක', 'නවත්තලා', 'ගෑනු', 'අය', 'බැහැලා', 'අපේ', 'එකාව', 'වීල්', 'එකට', 'දාගෙන', 'හොස්පිටල්', 'එකට', 'යනකං', 'උදව්', 'කරා..', 'දෙයියෝ', 'බැලුවා', 'වගේ..', 'රත්තරං', 'කොල්ලො', 'ටිකක්..', 'අපි', 'පිස්සෝ', 'වගේ', 'එකට', 'දිව්වා..']"
706,1009,"['දන්න', 'එකෙක්', 'ඉන්නවානම්', 'අපිට', 'උන්වා', 'හොයලා', 'දියං', 'වැදලා', 'ඉස්තූති', 'කරන්න..', 'කෑගල්ල', 'රිදීතොටුව', 'පාර..', 'නිල්', 'පාට', '2', 'stroke', 'වීල්', 'එකක්..', 'Sagara', 'Wickramasinghe', 'පුලුවන්', 'නම්', 'බලපං']",0,"['දන්න', 'එකෙක්', 'ඉන්නවානම්', 'අපිට', 'උන්වා', 'හොයලා', 'දියං', 'වැදලා', 'ඉස්තූති', 'කරන්න..', 'කෑගල්ල', 'රිදීතොටුව', 'පාර..', 'නිල්', 'පාට', 'වීල්', 'එකක්..', 'පුලුවන්', 'නම්', 'බලපං']"
707,1011,"['සුක්කානම', 'අතට', 'ගත්ත', 'ම', 'හොදට', 'හිතන්න', 'කලබලයක්', 'නැ..නිකරුණේ', 'ජිවිත', 'විනාස', 'කරගන්න', 'එපා..සිහිබුද්දියෙන්', 'පදවන්න', '..මියගිය', 'අයට', 'නිවන්සුව', 'ත්', 'රෝගිනට', 'සුවපත්බාවයත්', 'පතනව', '..අපේ', 'මනුස්සය', 'යන්', 'ගෙ', 'මනුස්සකම', 'තවම', 'ඉතිරි', 'වෙලා', 'තියෙනව', '...']",0,"['සුක්කානම', 'අතට', 'ගත්ත', 'ම', 'හොදට', 'හිතන්න', 'කලබලයක්', 'නැ..නිකරුණේ', 'ජිවිත', 'විනාස', 'කරගන්න', 'එපා..සිහිබුද්දියෙන්', 'පදවන්න', '..මියගිය', 'අයට', 'නිවන්සුව', 'ත්', 'රෝගිනට', 'සුවපත්බාවයත්', 'පතනව', '..අපේ', 'මනුස්සය', 'යන්', 'ගෙ', 'මනුස්සකම', 'තවම', 'ඉතිරි', 'වෙලා', 'තියෙනව']"
708,1012,"['තංගල්ලේ', 'පැත්තේ', 'මල', 'ගෙදරකට', 'ගිහින්', 'එනකොට', 'තමයි', 'මේ', 'අනතුර', 'වෙලා', 'තියෙන්නේ.මැරුණ', 'කාන්තාව', 'නර්තන', 'ගුරුවරියක්', '.']",0,"['තංගල්ලේ', 'පැත්තේ', 'මල', 'ගෙදරකට', 'ගිහින්', 'එනකොට', 'තමයි', 'මේ', 'අනතුර', 'වෙලා', 'තියෙන්නේ.මැරුණ', 'කාන්තාව', 'නර්තන', 'ගුරුවරියක්']"
709,1014,"['Thambila', 'ohammmai', 'kiyala', 'comment', 'ekakuth', 'dekka', 'paraya', 'australia', 'indan', 'dapu', 'ekek', 'owata', 'කලකිරෙනwa']",0,['කලකිරෙනwa']
710,1016,"['ගිය', 'වසරේ', 'මිලියන්', 'ගණනක', 'ලාභ', 'ඉපයූ', 'සභාපතිගේ', 'යෝධ', 'ක්\u200dරිකට්', 'සංවර්ධනයක්', 'කිරීමේ', 'රහස', '.']",0,"['ගිය', 'වසරේ', 'මිලියන්', 'ගණනක', 'ලාභ', 'ඉපයූ', 'සභාපතිගේ', 'යෝධ', 'ක්\u200dරිකට්', 'සංවර්ධනයක්', 'කිරීමේ', 'රහස']"
711,1018,"['ඒ', 'වගේම', 'තමයි', 'මට', 'තේරුන', 'හැටියට', 'ඇම්බියුලන්ස්', 'එකට', 'කතා', 'කරන්නෙ', 'දෙමළ', 'කෙනෙක්', '.', 'එතනදි', 'කිසිම', 'ජාතිවාදයක්', 'නැහැ', '.']",0,"['ඒ', 'වගේම', 'තමයි', 'මට', 'තේරුන', 'හැටියට', 'ඇම්බියුලන්ස්', 'එකට', 'කතා', 'කරන්නෙ', 'දෙමළ', 'කෙනෙක්', 'එතනදි', 'කිසිම', 'ජාතිවාදයක්', 'නැහැ']"
712,1019,"['හැම', 'තැනකම', 'හොර', 'කම', '..මේ', 'රට', 'මඩ', 'වගුරක්', 'කරලා', 'මී', 'හරක්', 'ටිකක්', 'එකතු', 'වෙලා', '...', '..']",0,"['හැම', 'තැනකම', 'හොර', 'කම', '..මේ', 'රට', 'මඩ', 'වගුරක්', 'කරලා', 'මී', 'හරක්', 'ටිකක්', 'එකතු', 'වෙලා']"
713,1020,"['ඒක', 'ඇත්ත.සංවේදී', 'හදවත්', 'ඇත්තවුන්..ඉක්මන්', 'සුවය', 'ප්\u200dරාර්ථනා', 'කරනව']",0,"['ඒක', 'ඇත්ත.සංවේදී', 'හදවත්', 'ඇත්තවුන්..ඉක්මන්', 'සුවය', 'ප්\u200dරාර්ථනා', 'කරනව']"
714,1022,"['මල්ලිලා', 'ඔයාල', 'සියලුදෙනාටම', 'ස්තූතියි', 'දෙවිපිහිටයි', 'මේතමයි', 'අපේකම']",0,"['මල්ලිලා', 'ඔයාල', 'සියලුදෙනාටම', 'ස්තූතියි', 'දෙවිපිහිටයි', 'මේතමයි', 'අපේකම']"
715,1024,"['නියම', 'හෙලයො']",0,"['නියම', 'හෙලයො']"
716,1025,"['ආඩම්බරයි', 'මචන්', 'උඹ', 'මේ', 'වගේ', 'වැඩක්', 'කිරිම', 'ගැන..', 'RESPECT']",0,"['ආඩම්බරයි', 'මචන්', 'උඹ', 'මේ', 'වගේ', 'වැඩක්', 'කිරිම', 'ගැන..']"
717,1026,"['උදවු', 'කරන්න', 'ආපු', 'හැමොටම', 'ගොඩක්', 'පිං', '.']",0,"['උදවු', 'කරන්න', 'ආපු', 'හැමොටම', 'ගොඩක්', 'පිං']"
718,1027,"['රත්තරං', 'හදවත්']",0,"['රත්තරං', 'හදවත්']"
719,1028,"['මෙහෙම', 'හැම', 'රටේම', 'නෑ', 'අපේ', 'මිනිස්සු', 'හැම', 'අතින්ම', 'පොහොසත්', 'මනුස්සයො']",0,"['මෙහෙම', 'හැම', 'රටේම', 'නෑ', 'අපේ', 'මිනිස්සු', 'හැම', 'අතින්ම', 'පොහොසත්', 'මනුස්සයො']"
720,1029,"['අන්තිමට', 'දරු', 'දුක', 'දන්නෙ', ',', 'අම්මා', 'කෙනෙක්ගේ', 'වේදනාව', 'දන්නෙ', '...', 'කවදාවත්', 'ගැබ්බර', 'වෙන්නෙත්', 'නැති', ',', 'කවදාවත්', 'කිරි', 'එරෙන්නෙත්', 'නැති', '``', 'පිරිමියෙක්', '``', '..']",0,"['අන්තිමට', 'දරු', 'දුක', 'දන්නෙ', 'අම්මා', 'කෙනෙක්ගේ', 'වේදනාව', 'දන්නෙ', 'කවදාවත්', 'ගැබ්බර', 'වෙන්නෙත්', 'නැති', 'කවදාවත්', 'කිරි', 'එරෙන්නෙත්', 'නැති', 'පිරිමියෙක්']"
721,1031,"['ඌ', 'විතරයි', 'එතන', 'හිටපු', 'එකම', 'මනුස්ස', 'අම්මෙක්ගෙ', 'පුතා', 'වුනේ', '...', '.', ',', 'නැතුව', 'මේක', 'වීඩියෝ', 'කළ', 'එකා', 'නෙවෙයි', '.']",0,"['ඌ', 'විතරයි', 'එතන', 'හිටපු', 'එකම', 'මනුස්ස', 'අම්මෙක්ගෙ', 'පුතා', 'වුනේ', 'නැතුව', 'මේක', 'වීඩියෝ', 'කළ', 'එකා', 'නෙවෙයි']"
722,1033,"['මොකක්', 'හරි', 'වෙලා', 'පිරිමියෙක්', 'seat', 'එලක්', 'දුන්නත්', 'ගෑනියෙක්/කෙල්ලෙක්', 'නම්', 'කවදාවත්', 'seat', 'එකක්', 'දෙන්නෑ', '...']",0,"['මොකක්', 'හරි', 'වෙලා', 'පිරිමියෙක්', 'එලක්', 'දුන්නත්', 'ගෑනියෙක්/කෙල්ලෙක්', 'නම්', 'කවදාවත්', 'එකක්', 'දෙන්නෑ']"
723,1034,"['කමක්', 'නෑ.එකෙක්', 'ශීට්', 'එකක්', 'අරන්', 'දුන්නා.එකෙක්', 'නැගිටල', 'ශීට්', 'එක', 'දුන්න.එකෙක්', 'වීඩියෝ', 'කලා.පට්ට.තුන්', 'දෙනාම', 'පිරිමි.අපිට', 'ආඩම්බරයි', '.']",0,"['කමක්', 'නෑ.එකෙක්', 'ශීට්', 'එකක්', 'අරන්', 'දුන්නා.එකෙක්', 'නැගිටල', 'ශීට්', 'එක', 'දුන්න.එකෙක්', 'වීඩියෝ', 'කලා.පට්ට.තුන්', 'දෙනාම', 'පිරිමි.අපිට', 'ආඩම්බරයි']"
724,1035,"['වැඩක්', 'නෑ', 'කෝච්චියේ', 'සෙට්', 'වෙලා', 'යන', 'උන්', 'නිසයී', 'ඔය', '.', 'නැත්නම්', 'සීට්', 'එකක්', 'නොදී', 'ඉන්නෙ', 'නෑ', 'තනියම', 'යන', 'කට්ටිය', '.']",0,"['වැඩක්', 'නෑ', 'කෝච්චියේ', 'සෙට්', 'වෙලා', 'යන', 'උන්', 'නිසයී', 'ඔය', 'නැත්නම්', 'සීට්', 'එකක්', 'නොදී', 'ඉන්නෙ', 'නෑ', 'තනියම', 'යන', 'කට්ටිය']"
725,1036,"['දරුවෝ', 'වඩාගෙන', 'ඉන්න', 'අම්මලට', 'ෂීටි', 'නොදුන්නට', 'අපි', 'අවුරුදු', '2500ක', 'ඉතිහාසයක්', 'තියෙන', 'පෞඩ', 'ජාතියක්', 'බම්', '(', 'fu', ')']",0,"['දරුවෝ', 'වඩාගෙන', 'ඉන්න', 'අම්මලට', 'ෂීටි', 'නොදුන්නට', 'අපි', 'අවුරුදු', '2500ක', 'ඉතිහාසයක්', 'තියෙන', 'පෞඩ', 'ජාතියක්', 'බම්']"
726,1038,"['මාත්තය', 'තව', 'තීනාවා', 'කීන්න', '..මොකක්ද', 'ෂීට්', 'එක', 'දුන්න', 'කියල', 'දුන්න', 'එකාට', 'තැන්', 'කු', 'කීන්නෙත්', 'නැති', 'යෙකාලානේ', 'මාත්තය', 'මුං', '...', '..']",0,"['මාත්තය', 'තව', 'තීනාවා', 'කීන්න', '..මොකක්ද', 'ෂීට්', 'එක', 'දුන්න', 'කියල', 'දුන්න', 'එකාට', 'තැන්', 'කු', 'කීන්නෙත්', 'නැති', 'යෙකාලානේ', 'මාත්තය', 'මුං']"
727,1039,"['යේක', 'මාත්තයා', 'මේ', 'කෝච්චිය', 'පුරෝලා', 'ඉටියේ', 'සතර', 'පෝයට', 'ශිල්', 'ගන්න', ',', 'ෂතියට', 'බන', 'පාලොවක්', 'විශ්ශක්', 'ආන', ',', 'පිච්ච', 'මල්', 'පුජා', ',', 'කප්රුක', 'පුජා', 'කංචුක', 'පුජ', 'කොරන', 'කට්ටිය', 'තමයි', '...', 'තමන්ගේ', 'ජාතියේ', 'ඒකාට', 'ෂීට්', 'යෙක', 'නොදී', 'මුන්දල', 'අපිලව', 'මරාන්ට', 'කතා', 'වෙනවා', '..යේ', 'මොක්කොද', 'ජාතිය', 'රැකගන්න', 'අප්පා', '...', '.']",1,"['යේක', 'මාත්තයා', 'මේ', 'කෝච්චිය', 'පුරෝලා', 'ඉටියේ', 'සතර', 'පෝයට', 'ශිල්', 'ගන්න', 'ෂතියට', 'බන', 'පාලොවක්', 'විශ්ශක්', 'ආන', 'පිච්ච', 'මල්', 'පුජා', 'කප්රුක', 'පුජා', 'කංචුක', 'පුජ', 'කොරන', 'කට්ටිය', 'තමයි', 'තමන්ගේ', 'ජාතියේ', 'ඒකාට', 'ෂීට්', 'යෙක', 'නොදී', 'මුන්දල', 'අපිලව', 'මරාන්ට', 'කතා', 'වෙනවා', '..යේ', 'මොක්කොද', 'ජාතිය', 'රැකගන්න', 'අප්පා']"
728,1044,"['කිහිප', 'දෙනෙක්', 'ඇරුනම', 'අද', 'සමාජයේ', 'ඉන්නෙ', 'ගොඩක්', 'කුහක', 'ආත්මාර්තකාමී', 'කාලකන්නි', 'මිනිස්සු', '...', 'රටක්', 'ජාතියක්', 'විදියට', 'ලැජ්ජ', 'වෙන්න', 'ඕන', 'ඔය', 'වගේ', 'මිනිස්සු..']",0,"['කිහිප', 'දෙනෙක්', 'ඇරුනම', 'අද', 'සමාජයේ', 'ඉන්නෙ', 'ගොඩක්', 'කුහක', 'ආත්මාර්තකාමී', 'කාලකන්නි', 'මිනිස්සු', 'රටක්', 'ජාතියක්', 'විදියට', 'ලැජ්ජ', 'වෙන්න', 'ඕන', 'ඔය', 'වගේ', 'මිනිස්සු..']"
729,1045,"['Sakuni', 'Banneheka', 'මෙයා', 'දාපු', 'comment', 'එකට', 'like', '49ක්', 'ඒකෙන්ම', 'තේරුණා', 'ලංකාවේ', 'මිනිසුන්ගේ', 'තත්වේ', '...', 'සීට්', 'එක', 'දුන්නේ', 'ආයේ', 'ගන්න', 'බලන්', 'නම්', 'දෙන්න', 'එපා', '..', 'මම', 'නම්', 'මගින්', 'බැහැල', 'හරි', 'කරන්න', 'පුලුවන්', 'උදව්වක්', 'කරනවා', 'ඒ', 'මගේ', 'හැටි', '..', 'දෙයක්', 'බලන්', 'උදව්', 'එපා', '...', '...', '...', '.']",0,"['මෙයා', 'දාපු', 'එකට', '49ක්', 'ඒකෙන්ම', 'තේරුණා', 'ලංකාවේ', 'මිනිසුන්ගේ', 'තත්වේ', 'සීට්', 'එක', 'දුන්නේ', 'ආයේ', 'ගන්න', 'බලන්', 'නම්', 'දෙන්න', 'එපා', 'මම', 'නම්', 'මගින්', 'බැහැල', 'හරි', 'කරන්න', 'පුලුවන්', 'උදව්වක්', 'කරනවා', 'ඒ', 'මගේ', 'හැටි', 'දෙයක්', 'බලන්', 'උදව්', 'එපා']"
730,1046,"['මමත්', 'උදෙ', 'හවස', 'ට්\u200dර්න්', 'එකෙ', 'යනවා', 'ජප්පියො', 'බබා', 'ලා', 'වඩා', 'ගෙන', 'ට්\u200dර්න්', 'එකට', 'නගිනවා', 'මාම', 'නැගිටිලා', 'ෂිට්', 'එක', 'දෙනවා', 'කොහෙද', 'උන්', 'කියනවා', 'ඉයෙ', 'ඉයේ', 'දයිජබු', 'දෙස්', 'කියලා', 'මම', 'ඉතින්', 'වට', 'පිට', 'බල', 'ලා', 'අයිත්', 'වඩි', 'වෙනවා']",0,"['මමත්', 'උදෙ', 'හවස', 'ට්\u200dර්න්', 'එකෙ', 'යනවා', 'ජප්පියො', 'බබා', 'ලා', 'වඩා', 'ගෙන', 'ට්\u200dර්න්', 'එකට', 'නගිනවා', 'මාම', 'නැගිටිලා', 'ෂිට්', 'එක', 'දෙනවා', 'කොහෙද', 'උන්', 'කියනවා', 'ඉයෙ', 'ඉයේ', 'දයිජබු', 'දෙස්', 'කියලා', 'මම', 'ඉතින්', 'වට', 'පිට', 'බල', 'ලා', 'අයිත්', 'වඩි', 'වෙනවා']"
731,1047,"['දැන්', 'පොදු', 'වාහන', 'වල', 'යන', 'සම', 'හරක්ට', 'බඩදරැ', 'අමිමෙක්', ',', 'අතදරැවෙක්', 'සමග', 'අමිමෙක්', ',', 'මහලු', 'අයෙක්', 'නැග්ගම', 'පේන්නැ', 'නින්ද', 'යනවා', 'නැතිනමි', 'ෆෝන්', 'එකේ', 'වැදගත්', 'වැඩක්', 'දරැවො', 'නැති', 'උන්ට', 'දරැදුක', 'දැනෙන්නෑ', 'වේ']",0,"['දැන්', 'පොදු', 'වාහන', 'වල', 'යන', 'සම', 'හරක්ට', 'බඩදරැ', 'අමිමෙක්', 'අතදරැවෙක්', 'සමග', 'අමිමෙක්', 'මහලු', 'අයෙක්', 'නැග්ගම', 'පේන්නැ', 'නින්ද', 'යනවා', 'නැතිනමි', 'ෆෝන්', 'එකේ', 'වැදගත්', 'වැඩක්', 'දරැවො', 'නැති', 'උන්ට', 'දරැදුක', 'දැනෙන්නෑ', 'වේ']"
732,1048,"['අරූ', 'අච්චර', 'දෙයක්', 'කරනකන්', 'මේක', 'විඩියෝ', 'කරපු', 'එකා', 'විඩියෝ', 'කරලා']",0,"['අරූ', 'අච්චර', 'දෙයක්', 'කරනකන්', 'මේක', 'විඩියෝ', 'කරපු', 'එකා', 'විඩියෝ', 'කරලා']"
733,1049,"['ව්ඩියෝ', 'නොකර', 'අර', 'යලුවට', 'උදවු', 'කරනම්', 'ගෝඩක්', 'වටිනව']",0,"['ව්ඩියෝ', 'නොකර', 'අර', 'යලුවට', 'උදවු', 'කරනම්', 'ගෝඩක්', 'වටිනව']"
734,1050,"['සිංහල', 'මිනිස්සුනේ', 'බන්']",0,"['සිංහල', 'මිනිස්සුනේ', 'බන්']"
735,1051,"['0', 'atitudes', 'බන්..කාලකන්නි..']",0,['බන්..කාලකන්නි..']
736,1053,"['දැනට', 'ලංකාවේ', 'ජීවත්', 'වෙන්නේ', 'සතුන්']",0,"['දැනට', 'ලංකාවේ', 'ජීවත්', 'වෙන්නේ', 'සතුන්']"
737,1055,"['මගේ', 'රටට', 'ගිය', 'කලක්']",0,"['මගේ', 'රටට', 'ගිය', 'කලක්']"
738,1057,"['කොහොම', 'ආදර්ශයක්', 'දුන්නත්', 'වහල්ලු', 'හොරා', 'කන', 'එකාට', 'ආදරෙයි.මුන්', 'නිදහස්', 'කරන්න', 'කොහොමද']",0,"['කොහොම', 'ආදර්ශයක්', 'දුන්නත්', 'වහල්ලු', 'හොරා', 'කන', 'එකාට', 'ආදරෙයි.මුන්', 'නිදහස්', 'කරන්න', 'කොහොමද']"
739,1058,"['ඕකුන්', 'කවදාද', 'හරි', 'වැඩ', 'කලේ..බලු', 'හැත්ත', '...']",0,"['ඕකුන්', 'කවදාද', 'හරි', 'වැඩ', 'කලේ..බලු', 'හැත්ත']"
740,1059,"['පාලකයො', 'වෙනස්', 'වෙන්නෑ', 'කවදාවත්', 'රටේ', 'මිනිස්සු', 'මේ', 'වගේ', 'ගොබිලන්ට', 'ජන්දෙ', 'නොදී', 'ඉන්නවනම්', 'ඉවරනේ']",0,"['පාලකයො', 'වෙනස්', 'වෙන්නෑ', 'කවදාවත්', 'රටේ', 'මිනිස්සු', 'මේ', 'වගේ', 'ගොබිලන්ට', 'ජන්දෙ', 'නොදී', 'ඉන්නවනම්', 'ඉවරනේ']"
741,1061,"['ඒකට', 'අපේ', 'ඒම', 'කියලා', 'එවුන්', 'වගයකට', 'දීලා', 'උන්', 'ඊට', 'හපන්', 'නල්ල', 'මලේ', 'හොරු']",0,"['ඒකට', 'අපේ', 'ඒම', 'කියලා', 'එවුන්', 'වගයකට', 'දීලා', 'උන්', 'ඊට', 'හපන්', 'නල්ල', 'මලේ', 'හොරු']"
742,1062,"['උන්ගේ', 'ෆයිල්', 'ඇද්දාම', '77', ',', '88,89,94', 'කාලේ', 'බඩ', 'යයි', 'ඕකුට', 'ඒ', 'නිසා', 'අරුන්ගේ', 'ෆයිල්', 'අදින්නෙත්', 'නෑ', 'ගොබ්බ', 'මිනිස්සු', 'අන්ද', 'අන්ද', 'ඉන්නවා']",0,"['උන්ගේ', 'ෆයිල්', 'ඇද්දාම', 'කාලේ', 'බඩ', 'යයි', 'ඕකුට', 'ඒ', 'නිසා', 'අරුන්ගේ', 'ෆයිල්', 'අදින්නෙත්', 'නෑ', 'ගොබ්බ', 'මිනිස්සු', 'අන්ද', 'අන්ද', 'ඉන්නවා']"
743,1063,"['අපි', 'හොරැ', 'අල්ලන්න', 'ඊට', 'වඩා', 'හොරැ', 'ටිකකට', 'ඡන්දෙ', 'දුන්නා', '...', '..']",0,"['අපි', 'හොරැ', 'අල්ලන්න', 'ඊට', 'වඩා', 'හොරැ', 'ටිකකට', 'ඡන්දෙ', 'දුන්නා']"
744,1067,"['ඕව', 'දේශපාලන', 'පලිගැනීම්']",0,"['ඕව', 'දේශපාලන', 'පලිගැනීම්']"
745,1068,"['දැක්කාම', 'ඇසට', 'කඳුළු', 'enwa']",0,"['දැක්කාම', 'ඇසට', 'කඳුළු']"
746,1069,"['අවුරුදු', '50', 'ක්', 'වුනත්', 'ලංකාවේ', 'ඔහොම', 'වෙන්නෑ', '.']",0,"['අවුරුදු', 'ක්', 'වුනත්', 'ලංකාවේ', 'ඔහොම', 'වෙන්නෑ']"
747,1070,"['අපේ', 'උං', 'ගියානං', 'බල්බ්', 'එකේ', 'ඉදන්', 'ගලවං', 'එන්නේ..', 'අන්න', 'එහෙමයි', '2500', 'ඉතිහාසෙ', 'හිමි', 'අපි', '!']",0,"['අපේ', 'උං', 'ගියානං', 'බල්බ්', 'එකේ', 'ඉදන්', 'ගලවං', 'එන්නේ..', 'අන්න', 'එහෙමයි', 'ඉතිහාසෙ', 'හිමි', 'අපි']"
748,1071,"['ජපනා', 'විතරක්', 'නෙමේ', 'ෆෙන්ස්', 'අපේ', 'අයත්', 'යන්න', 'කලින්', 'සුද්ද', 'කරලම', 'තමා', 'යන්නේ']",0,"['ජපනා', 'විතරක්', 'නෙමේ', 'ෆෙන්ස්', 'අපේ', 'අයත්', 'යන්න', 'කලින්', 'සුද්ද', 'කරලම', 'තමා', 'යන්නේ']"
749,1072,"['අපේ', 'ලංකාවෙන්', 'මොකෙක්', 'හරි', 'ගියානං', 'දෙකක්', 'නෑ', 'පුටුවක්', 'දෙකක්', 'ගෙදර', 'අරං', 'එනවා', 'ශුවර්', '.']",0,"['අපේ', 'ලංකාවෙන්', 'මොකෙක්', 'හරි', 'ගියානං', 'දෙකක්', 'නෑ', 'පුටුවක්', 'දෙකක්', 'ගෙදර', 'අරං', 'එනවා', 'ශුවර්']"
750,1073,"['අන්න', 'නියම', 'මිනිස්සු', '...']",0,"['අන්න', 'නියම', 'මිනිස්සු']"
751,1074,"['SL', 'POLICE', '.', 'රටකට', 'අවශ්\u200dය', 'මේ', 'වගේ', 'දේවල්', '.', 'මේ', 'වගේ', 'දෙයක්', 'දකින', 'රටේ', 'තරුණයන්', 'ඊලග', 'පාර', 'අනිවාර්යයෙන්', 'පොලීසිය', 'පැත්තෙන්', 'හිටගන්නවා']",0,"['රටකට', 'අවශ්\u200dය', 'මේ', 'වගේ', 'දේවල්', 'මේ', 'වගේ', 'දෙයක්', 'දකින', 'රටේ', 'තරුණයන්', 'ඊලග', 'පාර', 'අනිවාර්යයෙන්', 'පොලීසිය', 'පැත්තෙන්', 'හිටගන්නවා']"
752,1075,"['පොලීසියට', 'විතරක්', 'මේ', 'දේවල්', 'මර්දන', 'කරන්න', 'බැහැ', '.', 'රටේ', 'මිනිසුන්ගෙ', 'සහයෝගය', 'ගොඩාක්', 'වැදගත්', 'මේ', 'මොහොතෙ', '.']",0,"['පොලීසියට', 'විතරක්', 'මේ', 'දේවල්', 'මර්දන', 'කරන්න', 'බැහැ', 'රටේ', 'මිනිසුන්ගෙ', 'සහයෝගය', 'ගොඩාක්', 'වැදගත්', 'මේ', 'මොහොතෙ']"
753,1076,"['මේවා', 'වෙනස්', 'නොවෙන්න', 'තවත්', 'පාතාලයන්', 'දේශපාලුවන්', 'විසින්', 'නිර්මාණය', 'කරනවා', 'ඇරෙන්න', 'මේ', 'රටේ', 'සාධාරණ', 'සමාජයක්', 'බිහි', 'කිරීමට', 'උන්ට', 'කිසිම', 'උවමනාවක්', 'නැති', 'කාලකන්නි', 'ජාතියක්', '.']",0,"['මේවා', 'වෙනස්', 'නොවෙන්න', 'තවත්', 'පාතාලයන්', 'දේශපාලුවන්', 'විසින්', 'නිර්මාණය', 'කරනවා', 'ඇරෙන්න', 'මේ', 'රටේ', 'සාධාරණ', 'සමාජයක්', 'බිහි', 'කිරීමට', 'උන්ට', 'කිසිම', 'උවමනාවක්', 'නැති', 'කාලකන්නි', 'ජාතියක්']"
754,1078,"['ඇත්තටම', 'මෙහෙමතමයි', 'කරන්න', 'ඕනි', '...', 'මේවගේ', 'තමන්ගෙ', 'ජීවිත', 'අවධානම', 'ගැනවත්', 'නොහිතා', 'වැඩ', 'කරන', 'මිනිස්සු', 'අග', 'තිරීම', 'තුළින්', 'අනිත්', 'අයද', 'එලෙස', 'කටයුතු', 'කරනු', 'ඇති', '.']",0,"['ඇත්තටම', 'මෙහෙමතමයි', 'කරන්න', 'ඕනි', 'මේවගේ', 'තමන්ගෙ', 'ජීවිත', 'අවධානම', 'ගැනවත්', 'නොහිතා', 'වැඩ', 'කරන', 'මිනිස්සු', 'අග', 'තිරීම', 'තුළින්', 'අනිත්', 'අයද', 'එලෙස', 'කටයුතු', 'කරනු', 'ඇති']"
755,1079,"['නඩුවලට', 'නම්', 'සාක්ෂි', 'කාරයක්', 'විදියට', 'දාන්න', 'එපා', '...', 'අවශ්\u200dය', 'තොරතුරැ', 'එක', 'සැරෙන්', 'අරන්', 'ඒ', 'අයට', 'තමන්ගෙ', 'නිදහසේ', 'වැඩ', 'කර', 'ගන්න', 'ඉඩ', 'දෙන්න', '...', 'එහෙම', 'නොවුනොත්', 'හැමදාම', 'උසාවි', 'ගානෙ', 'රස්තියාදු', 'උණාම', 'ඒ', 'අයට', 'හිතෙයි', 'කර', 'ගත්ත', 'දෙයක්', 'කියල', '.']",0,"['නඩුවලට', 'නම්', 'සාක්ෂි', 'කාරයක්', 'විදියට', 'දාන්න', 'එපා', 'අවශ්\u200dය', 'තොරතුරැ', 'එක', 'සැරෙන්', 'අරන්', 'ඒ', 'අයට', 'තමන්ගෙ', 'නිදහසේ', 'වැඩ', 'කර', 'ගන්න', 'ඉඩ', 'දෙන්න', 'එහෙම', 'නොවුනොත්', 'හැමදාම', 'උසාවි', 'ගානෙ', 'රස්තියාදු', 'උණාම', 'ඒ', 'අයට', 'හිතෙයි', 'කර', 'ගත්ත', 'දෙයක්', 'කියල']"
